3,134217727,4,61.5278,15,32768
3,134217727,4,61.4699,13,8192
4,134217727,4,63.6939,13,8192
4,134217727,4,63.603,12,4096
4,134217727,4,63.6748,15,32768
5,134217727,4,70.022,9,512
5,134217727,4,70.0439,12,4096
5,134217727,4,69.542,13,8192
2,268435455,4,123.487,11,2048
2,268435455,4,122.533,10,1024
2,268435455,4,122.078,9,512
3,268435455,4,127.785,11,2048
3,268435455,4,126.949,15,32768
3,268435455,4,127.412,7,128
4,268435455,4,132.035,15,32768
4,268435455,4,132.163,13,8192
4,268435455,4,131.679,14,16384
5,268435455,4,143.822,10,1024
5,268435455,4,143.157,14,16384
5,268435455,4,143.889,12,4096
2,536870911,4,258.848,10,1024
2,536870911,4,258.547,13,8192
2,536870911,4,258.674,15,32768
3,536870911,4,265.296,8,256
3,536870911,4,264.523,15,32768
3,536870911,4,265.032,11,2048
4,536870911,4,272.794,13,8192
4,536870911,4,272.069,12,4096
4,536870911,4,272.964,10,1024
5,536870911,4,298.695,9,512
5,536870911,4,297.482,15,32768
5,536870911,4,298.185,11,2048
2,1073741823,8,335.09,12,4096
2,1073741823,8,334.301,15,32768
2,1073741823,8,333.162,11,2048
3,1073741823,8,340.688,14,16384
3,1073741823,8,341.307,13,8192
3,1073741823,8,341.092,15,32768
4,1073741823,8,352.557,12,4096
4,1073741823,8,355.997,8,256
4,1073741823,8,353.945,10,1024
5,1073741823,8,385.849,12,4096
5,1073741823,8,383.896,9,512
5,1073741823,8,386.623,8,256
2,134217727,8,38.2013,12,4096
2,134217727,8,38.2937,9,512
2,134217727,8,38.0257,15,32768
3,134217727,8,39.0766,10,1024
3,134217727,8,38.8282,13,8192
3,134217727,8,39.0432,12,4096
4,134217727,8,40.4712,14,16384
4,134217727,8,40.529,10,1024
4,134217727,8,40.4174,13,8192
5,134217727,8,43.9422,8,256
5,134217727,8,44.0245,12,4096
5,134217727,8,44.0145,11,2048
2,268435455,8,76.0476,9,512
2,268435455,8,76.4074,12,4096
2,268435455,8,76.3641,10,1024
3,268435455,8,79.4842,13,8192
3,268435455,8,79.3367,15,32768
3,268435455,8,79.8223,12,4096
4,268435455,8,82.8944,14,16384
4,268435455,8,82.6739,13,8192
4,268435455,8,83.2553,15,32768
5,268435455,8,91.0495,14,16384
5,268435455,8,90.1601,13,8192
5,268435455,8,91.0077,9,512
2,536870911,8,158.018,15,32768
2,536870911,8,157.868,13,8192
2,536870911,8,158.661,11,2048
3,536870911,8,163.995,14,16384
3,536870911,8,164.373,9,512
3,536870911,8,164.241,13,8192
4,536870911,8,170.735,14,16384
4,536870911,8,171.027,10,1024
4,536870911,8,171.344,8,256
5,536870911,8,187.984,15,32768
5,536870911,8,188.543,13,8192
5,536870911,8,188.404,11,2048
